,date,fips,mmwr_week,recip_county,recip_state,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12pluspop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18pluspop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65pluspop_pct,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop_pct,series_complete_18plus,series_complete_18pluspop_pct,series_complete_65plus,series_complete_65pluspop_pct,booster_doses,booster_doses_vax_pct,booster_doses_12plus,booster_doses_12plus_vax_pct,booster_doses_18plus,booster_doses_18plus_vax_pct,booster_doses_50plus,booster_doses_50plus_vax_pct,booster_doses_65plus,booster_doses_65plus_vax_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_5pluspop_pct_svi,series_complete_12pluspop_pct_svi,series_complete_18pluspop_pct_svi,series_complete_65pluspop_pct_svi,metro_status,series_complete_pop_pct_ur_equity,series_complete_5pluspop_pct_ur_equity,series_complete_12pluspop_pct_ur_equity,series_complete_18pluspop_pct_ur_equity,series_complete_65pluspop_pct_ur_equity,census2019,census2019_5pluspop,census2019_12pluspop,census2019_18pluspop,census2019_65pluspop
2526,2022-03-01T00:00:00.000,34021,9,Mercer County,NJ,93.9,324712,88.4,324648,93.6,310051,95,285698,95,60252,95,256482,69.8,256475,74,245158,77.5,224861,77.7,47254,82.2,126657,49.4,126630,51.7,120864,53.8,71956,66.4,35356,74.8,C,12,12,12,12,12,Metro,4,4,4,4,4,367430,346678,316439,289368,57487
732,2022-03-01T00:00:00.000,34033,9,Salem County,NJ,93.9,42618,68.3,42617,72.3,41384,77.1,39074,79.7,11648,95,34065,54.6,34065,57.8,33155,61.8,31200,63.6,8885,74.8,15762,46.3,15761,47.5,15423,49.4,11057,61.3,6230,70.1,C,12,12,12,12,12,Metro,4,4,4,4,4,62385,58916,53679,49051,11871
18,2022-03-01T00:00:00.000,34037,9,Sussex County,NJ,93.9,104356,74.3,104343,77.8,101504,82,96209,85,24942,95,87186,62.1,87186,65,84948,68.6,80372,71,20713,82.1,44500,51.0,44496,52.4,43490,54.1,29841,64.0,15532,75.0,A,4,4,4,4,4,Metro,4,4,4,4,4,140488,134060,123854,113243,25240
2780,2022-03-01T00:00:00.000,34011,9,Cumberland County,NJ,93.9,98222,65.7,98211,70,95144,75.5,89070,78.1,21405,91.5,76543,51.2,76542,54.5,74190,58.9,69031,60.5,15884,67.9,35343,46.2,35338,47.6,34508,50.0,23420,66.6,12512,78.8,D,16,16,16,16,15,Metro,4,4,4,4,3,149527,140332,125954,114047,23392
2296,2022-03-01T00:00:00.000,34007,9,Camden County,NJ,93.9,412584,81.5,412531,86.6,393157,91.1,364947,93,82265,95,343534,67.8,343522,72.2,327411,75.9,302548,77.1,67889,83.3,171548,49.9,171497,52.4,164732,54.4,100310,66.8,51182,75.4,C,12,12,12,12,12,Metro,4,4,4,4,4,506471,476109,431523,392248,81530
1848,2022-03-01T00:00:00.000,UNK,9,Unknown County,NJ,93.9,,0,0,0,,0,,0,,0,401193,0,401187,0,398807,0,348314,0,102192,0,65770,16.4,65763,16.5,53289,15.3,22170,11.3,13103,12.8,,,,,,,,,,,,,,,,,
1483,2022-03-01T00:00:00.000,34023,9,Middlesex County,NJ,93.9,729301,88.4,729219,93.7,693923,95,642092,95,133979,95,598824,72.6,598806,77,570078,80.5,524860,81.2,108383,84.8,291889,48.7,291839,51.2,280224,53.4,158769,63.9,78623,72.5,B,8,8,8,8,8,Metro,4,4,4,4,4,825062,777910,708391,646270,127763
797,2022-03-01T00:00:00.000,34019,9,Hunterdon County,NJ,93.9,107932,86.8,107926,90.6,104753,94.9,98881,95,25873,95,86933,69.9,86933,73,84203,76.3,79211,78.7,20434,84.8,45657,52.5,45651,54.2,44132,55.7,29637,63.6,14665,71.8,A,4,4,4,4,4,Metro,4,4,4,4,4,124371,119084,110363,100659,24086
731,2022-03-01T00:00:00.000,34025,9,Monmouth County,NJ,93.9,501684,81.1,501636,85.2,486476,90.2,458329,93.7,116229,95,416505,67.3,416499,70.8,404099,74.9,379350,77.5,94574,84.1,210198,50.5,210172,52,204985,54.0,134491,64.7,69512,73.5,A,4,4,4,4,4,Metro,4,4,4,4,4,618795,588468,539254,489383,112498
908,2022-03-01T00:00:00.000,34017,9,Hudson County,NJ,93.9,642870,95,642721,95,613652,95,574647,95,80637,95,513418,76.4,513400,82,490379,85.4,457505,85.4,65796,80.3,202475,39.4,202453,41.3,196476,42.9,89358,54.2,41642,63.3,C,12,12,12,12,12,Metro,4,4,4,4,4,672391,626032,574459,535676,81907
259,2022-03-01T00:00:00.000,34041,9,Warren County,NJ,93.9,87478,83.1,87474,87,85295,91.8,80756,95,23028,95,70786,67.2,70786,70.4,68960,74.3,65135,76.7,18934,95,32390,45.8,32390,47,31570,48.5,22360,57.4,12368,65.3,A,4,4,4,4,4,Metro,4,4,4,4,4,105267,100536,92873,84914,19712
1123,2022-03-01T00:00:00.000,34029,9,Ocean County,NJ,93.9,388784,64,388754,68.9,382165,75.3,367141,79.7,133682,95,325841,53.7,325838,57.8,320604,63.2,307673,66.8,110489,79.9,160867,49.4,160863,50.2,158826,51.6,120616,62.0,76969,69.7,B,8,8,8,8,8,Metro,4,4,4,4,4,607186,563917,507517,460496,138328
3202,2022-03-01T00:00:00.000,34039,9,Union County,NJ,93.9,480517,86.4,480435,92.2,458796,95,422567,95,80745,95,390180,70.1,390174,74.9,373075,79.3,341897,80.2,63799,77.8,172650,44.2,172615,46.3,165574,48.4,96950,61.3,45190,70.8,C,12,12,12,12,12,Metro,4,4,4,4,4,556341,521132,470390,426483,81967
977,2022-03-01T00:00:00.000,34009,9,Cape May County,NJ,93.9,79198,86,79195,90,77521,94.9,74046,95,27067,95,66990,72.8,66990,76.1,65578,80.3,62518,82.2,22497,89.4,30514,45.6,30512,46.5,29971,47.9,23435,57.7,14489,64.4,B,8,8,8,8,8,Metro,4,4,4,4,4,92039,88016,81647,76089,25166
102,2022-03-01T00:00:00.000,35041,9,Roosevelt County,NM,97,8779,47.5,8778,50.9,8501,55,7986,57.1,2014,74.2,6996,37.8,6996,40.6,6841,44.2,6427,45.9,1614,59.4,3088,44.1,3088,45.1,3030,47.1,1974,60.8,1097,68.0,D,14,15,15,15,15,Non-metro,6,7,7,7,7,18500,17235,15466,13995,2715
3098,2022-03-01T00:00:00.000,35021,9,Harding County,NM,97,419,67,419,68.9,407,71.2,382,68.8,166,67.8,368,58.9,368,60.5,362,63.3,343,61.8,151,61.6,235,63.9,235,64.9,227,66.2,190,72.2,111,73.5,B,8,8,8,8,7,Non-metro,8,8,8,8,7,625,608,572,555,245
1714,2022-03-01T00:00:00.000,35033,9,Mora County,NM,97,3434,76,3434,79.6,3285,81.8,3043,81.4,1137,87,2913,64.4,2913,67.5,2806,69.9,2615,69.9,993,76,1710,58.7,1710,60.9,1633,62.4,1210,68.1,714,71.9,D,16,16,16,16,16,Non-metro,8,8,8,8,8,4521,4316,4015,3740,1307
1750,2022-03-01T00:00:00.000,35045,9,San Juan County,NM,97,112017,90.4,111993,95,106010,95,94648,95,22247,95,90708,73.2,90700,78.1,86828,84.1,77255,84.2,19581,95,41947,46.2,41939,48.3,39945,51.7,25484,62.3,13467,68.8,D,16,16,16,16,16,Metro,4,4,4,4,4,123958,116203,103269,91700,19397
3106,2022-03-01T00:00:00.000,35009,9,Curry County,NM,97,31592,64.5,31591,70.1,30770,76.8,29203,80.8,5583,88.8,25709,52.5,25709,57,25231,63,24004,66.4,4738,75.3,7451,29.0,7451,29.5,7285,30.3,4853,49.5,2689,56.8,D,16,16,16,16,16,Non-metro,8,8,8,8,8,48954,45092,40047,36140,6290
2406,2022-03-01T00:00:00.000,35049,9,Santa Fe County,NM,97,148073,95,148057,95,142767,95,133993,95,44714,95,120027,79.8,120023,83.3,115981,86.6,108723,87.7,37164,95,66202,55.2,66196,57.1,63807,58.7,43781,66.7,26215,70.5,C,12,12,12,12,12,Metro,4,4,4,4,4,150358,144157,133904,123964,38106
1408,2022-03-01T00:00:00.000,35005,9,Chaves County,NM,97,34152,52.9,34152,56.5,33220,61.6,30775,64.3,8900,85.3,28565,44.2,28565,47.3,27960,51.9,25957,54.3,7831,75.1,11957,41.9,11954,42.8,11613,44.7,8229,55.0,4847,61.9,D,15,15,16,16,16,Non-metro,7,7,8,8,8,64615,60423,53902,47845,10434
3107,2022-03-01T00:00:00.000,35059,9,Union County,NM,97,2055,50.6,2055,53.2,2026,56.9,1926,58.4,719,81.1,1790,44.1,1790,46.3,1779,49.9,1696,51.4,656,74,767,42.8,767,43.1,759,44.8,568,51.5,378,57.6,C,11,11,11,12,12,Non-metro,7,7,7,8,8,4059,3866,3563,3299,887
2735,2022-03-01T00:00:00.000,35028,9,Los Alamos County,NM,97,18429,95,18428,95,17436,95,15859,95,3792,95,16147,83.4,16147,87.9,15232,91.3,13796,91.3,3364,95,10001,61.9,10000,65.7,9354,67.8,5456,75.7,2691,80.0,A,4,4,4,4,4,Non-metro,8,8,8,8,8,19369,18362,16676,15103,3503
1405,2022-03-01T00:00:00.000,35047,9,San Miguel County,NM,97,20944,76.8,20944,80.4,20089,82.9,18583,82.5,5615,91,18217,66.8,18217,69.9,17545,72.4,16282,72.3,4943,80.2,10367,56.9,10366,59.1,10019,61.5,6780,70.6,3637,73.6,D,16,16,16,16,16,Non-metro,8,8,8,8,8,27277,26051,24243,22517,6167
2385,2022-03-01T00:00:00.000,35017,9,Grant County,NM,97,21297,78.9,21295,83,20508,87,19235,88.4,7606,95,18454,68.4,18453,72,17844,75.7,16771,77.1,6791,88,10503,56.9,10503,58.9,10164,60.6,7416,67.8,4777,70.3,D,16,16,16,16,16,Non-metro,8,8,8,8,8,26998,25642,23569,21758,7720
1724,2022-03-01T00:00:00.000,35025,9,Lea County,NM,97,38787,54.6,38783,59.3,37208,65.4,33865,67.8,6665,82.5,31025,43.7,31025,47.5,30054,52.8,27388,54.9,5775,71.5,11155,36.0,11151,37.1,10874,39.7,6890,52.3,3571,61.8,D,15,15,16,16,16,Non-metro,7,7,8,8,8,71070,65384,56907,49929,8076
2768,2022-03-01T00:00:00.000,35031,9,McKinley County,NM,97,86636,95,86617,95,80541,95,70322,95,14285,95,61054,85.5,61046,91.4,56536,95,47909,93.4,10025,95,24232,39.7,24227,42.9,22238,46.4,12533,55.3,5838,58.2,D,16,16,16,16,16,Non-metro,8,8,8,8,8,71367,66760,58282,51282,9200
1977,2022-03-01T00:00:00.000,35006,9,Cibola County,NM,97,23908,89.6,23902,95,22629,95,20554,95,5132,95,18461,69.2,18457,73.6,17555,78,16071,78.5,4123,92.3,7374,39.9,7370,42,7111,44.2,4380,50.9,2260,54.8,D,16,16,16,16,16,Non-metro,8,8,8,8,8,26675,25069,22494,20474,4469
2879,2022-03-01T00:00:00.000,35043,9,Sandoval County,NM,97,126592,86.3,126583,91.1,120474,95,110169,95,30628,95,103718,70.7,103717,74.7,98969,78.8,90323,79.8,25917,95,52784,50.9,52777,53.3,50111,55.5,31968,63.6,17806,68.7,B,8,8,8,8,8,Metro,4,4,4,4,4,146748,138874,125517,113218,27090
1582,2022-03-01T00:00:00.000,35007,9,Colfax County,NM,97,8402,70.4,8402,73.7,8197,77.7,7785,79.4,2946,90.2,7325,61.3,7325,64.3,7202,68.2,6868,70.1,2592,79.3,3992,54.5,3992,55.4,3907,56.9,2988,64.5,1801,69.5,D,16,16,16,16,16,Non-metro,8,8,8,8,8,11941,11397,10556,9803,3267
3030,2022-03-01T00:00:00.000,35003,9,Catron County,NM,97,1898,53.8,1898,55.2,1882,57.3,1846,59.3,1027,67.3,1611,45.7,1611,46.9,1601,48.7,1568,50.4,880,57.7,781,48.5,781,48.8,770,49.1,668,51.8,492,55.9,B,7,7,7,8,7,Non-metro,7,7,7,8,7,3527,3438,3286,3113,1526
2923,2022-03-01T00:00:00.000,35027,9,Lincoln County,NM,97,13909,71.1,13909,74.6,13597,78.9,13081,81.7,5537,95,11365,58.1,11365,60.9,11168,64.8,10748,67.2,4653,81.4,5883,51.8,5882,52.7,5793,53.9,4720,60.8,3072,66.0,B,8,8,8,8,8,Non-metro,8,8,8,8,8,19572,18653,17241,16003,5717
1650,2022-03-01T00:00:00.000,35055,9,Taos County,NM,97,31696,95,31695,95,30507,95,28562,95,10239,95,26652,81.4,26652,85.1,25721,88.3,24043,88.9,8712,95,14495,54.4,14494,56.4,13959,58.1,9997,65.0,5900,67.7,D,16,16,16,16,16,Non-metro,8,8,8,8,8,32723,31311,29144,27039,9014
587,2022-03-01T00:00:00.000,35061,9,Valencia County,NM,97,52964,69.1,52961,73.2,51038,78.3,47028,80,13039,93.3,44901,58.6,44900,62.1,43488,66.7,40099,68.2,11267,80.6,21658,48.2,21657,49.8,20882,52.1,13837,62.0,7519,66.7,D,16,16,16,16,16,Metro,4,4,4,4,4,76688,72318,65196,58804,13979
1693,2022-03-01T00:00:00.000,35019,9,Guadalupe County,NM,97,3292,76.6,3292,80.4,3167,84.4,2900,84.8,788,92.4,2972,69.1,2972,72.6,2870,76.5,2629,76.8,726,85.1,1602,53.9,1602,55.8,1532,58.3,1055,69.5,569,78.4,D,16,16,16,16,16,Non-metro,8,8,8,8,8,4300,4092,3752,3421,853
2181,2022-03-01T00:00:00.000,35013,9,Dona Ana County,NM,97,199885,91.6,199845,95,189957,95,172712,95,42309,95,160445,73.5,160438,78.4,153551,83.6,139765,84.6,34726,95,71054,44.3,71019,46.3,67933,48.6,40673,59.1,22355,64.4,D,16,16,16,16,16,Metro,4,4,4,4,4,218195,204517,183595,165267,35414
19,2022-03-01T00:00:00.000,35039,9,Rio Arriba County,NM,97,36682,94.2,36676,95,34862,95,31861,95,8680,95,30256,77.7,30253,82.6,28905,87.6,26373,88.1,7245,92.7,14557,48.1,14556,50.4,13951,52.9,9135,63.4,4947,68.3,,,,,,,Non-metro,8,8,8,8,8,38921,36633,33003,29944,7814
1933,2022-03-01T00:00:00.000,35037,9,Quay County,NM,97,4944,59.9,4944,63.3,4810,67.6,4590,70.7,1863,87.8,4074,49.4,4074,52.2,3965,55.7,3798,58.5,1557,73.4,1732,42.5,1732,43.7,1705,44.9,1306,49.4,788,50.6,D,15,16,16,16,16,Non-metro,7,8,8,8,8,8253,7807,7113,6488,2122
638,2022-03-01T00:00:00.000,35053,9,Socorro County,NM,97,13215,79.4,13213,84.2,12674,89,11756,90.8,3134,93.9,11266,67.7,11265,71.8,10834,76.1,10042,77.6,2727,81.7,5639,50.1,5638,52,5521,55.0,3449,64.8,1932,70.8,D,16,16,16,16,16,Non-metro,8,8,8,8,8,16637,15700,14235,12945,3336
1673,2022-03-01T00:00:00.000,35051,9,Sierra County,NM,97,8242,76.4,8241,80.2,8094,84.1,7769,85.5,3675,91,7074,65.6,7074,68.8,6977,72.5,6714,73.9,3246,80.4,3821,54.0,3821,54.8,3755,55.9,3111,61.3,2132,65.7,D,16,16,16,16,16,Non-metro,8,8,8,8,8,10791,10275,9624,9090,4039
1853,2022-03-01T00:00:00.000,35011,9,De Baca County,NM,97,1005,57.5,1005,60.3,998,66.8,959,70.7,405,80.8,875,50.1,875,52.5,872,58.3,846,62.3,366,73.1,368,42.1,368,42.2,367,43.4,314,51.7,209,57.1,C,12,12,12,12,12,Non-metro,8,8,8,8,8,1748,1667,1495,1357,501
2343,2022-03-01T00:00:00.000,35057,9,Torrance County,NM,97,8546,55.3,8545,58.3,8303,61.5,7768,63,2572,77.5,7393,47.8,7393,50.4,7212,53.4,6751,54.7,2296,69.2,3688,49.9,3688,51.1,3576,53.0,2623,60.8,1438,62.6,C,11,12,12,12,11,Metro,3,4,4,4,3,15461,14661,13495,12333,3319
1640,2022-03-01T00:00:00.000,UNK,9,Unknown County,NM,97,71378,0,71346,0,69777,0,67776,0,16754,0,44276,0,44270,0,43530,0,42525,0,9763,0,15187,34.3,15183,34.9,15073,35.4,11580,52.8,7964,81.6,,,,,,,,,,,,,,,,,
1616,2022-03-01T00:00:00.000,35029,9,Luna County,NM,97,21104,89,21104,95,20086,95,18302,95,5483,95,17341,73.1,17341,79.1,16662,85.5,15245,86.9,4743,94.3,7663,44.2,7662,46,7399,48.5,5139,58.9,2992,63.1,D,16,16,16,16,16,Non-metro,8,8,8,8,8,23709,21930,19499,17550,5032
2465,2022-03-01T00:00:00.000,35023,9,Hidalgo County,NM,97,2842,67.7,2841,72.2,2728,76.7,2531,77.9,789,83.7,2444,58.2,2444,62.1,2358,66.3,2180,67.1,684,72.5,1198,49.0,1198,50.8,1137,52.2,810,60.3,455,66.5,D,16,16,16,16,16,Non-metro,8,8,8,8,8,4198,3935,3559,3250,943
1124,2022-03-01T00:00:00.000,35001,9,Bernalillo County,NM,97,566108,83.4,566058,88.1,541452,92.5,499962,93.6,122075,95,469118,69.1,469110,73,450984,77.1,416155,77.9,103182,89.8,241957,51.6,241895,53.6,231295,55.6,134112,64.6,72051,69.8,C,12,12,12,12,12,Metro,4,4,4,4,4,679121,642294,585292,534057,114902
1913,2022-03-01T00:00:00.000,35015,9,Eddy County,NM,97,32035,54.8,32034,59.1,30997,64.6,29094,67.7,7102,83.2,27125,46.4,27125,50.1,26396,55,24754,57.6,6344,74.3,10806,39.8,10804,40.9,10534,42.6,7153,53.7,3936,62.0,C,11,12,12,12,12,Non-metro,7,8,8,8,8,58460,54179,47961,42946,8535
3040,2022-03-01T00:00:00.000,35035,9,Otero County,NM,97,48388,71.7,48383,76.8,46856,82.3,43826,84.2,11292,95,40529,60.1,40526,64.3,39422,69.2,36917,70.9,9789,83.8,14589,36.0,14589,37,14146,38.3,9828,52.9,5783,59.1,D,16,16,16,16,16,Non-metro,8,8,8,8,8,67490,62994,56959,52062,11687
2745,2022-03-01T00:00:00.000,32017,9,Lincoln County,NV,94.9,2175,42,2175,44.3,2150,47.4,2035,48.9,798,60.9,1978,38.2,1978,40.3,1956,43.1,1857,44.6,751,57.3,788,39.8,788,40.3,780,42.0,650,52.2,450,59.9,B,6,7,7,7,7,Non-metro,6,7,7,7,7,5183,4913,4540,4161,1311
2790,2022-03-01T00:00:00.000,32011,9,Eureka County,NV,94.9,638,31.4,638,32.9,628,36.5,607,39.6,184,55.4,550,27.1,550,28.3,541,31.4,524,34.2,165,49.7,188,34.2,188,34.8,187,35.7,147,43.4,81,49.1,A,1,1,2,2,2,Non-metro,5,5,6,6,6,2029,1942,1721,1533,332
1723,2022-03-01T00:00:00.000,32029,9,Storey County,NV,94.9,1151,27.9,1151,28.5,1138,29.5,1081,29.8,424,32,903,21.9,903,22.4,898,23.3,851,23.5,331,24.9,362,40.1,362,40.3,356,41.8,292,49.1,186,56.2,A,1,1,1,1,1,Metro,1,1,1,1,1,4123,4035,3853,3624,1327
147,2022-03-01T00:00:00.000,32027,9,Pershing County,NV,94.9,2807,41.7,2807,43.7,2774,46.4,2663,47.3,606,54.9,2409,35.8,2409,37.5,2392,40,2314,41.1,549,49.8,1031,42.8,1031,43.1,1024,44.3,724,54.8,346,63.0,D,14,14,15,15,14,Non-metro,6,6,7,7,6,6725,6429,5978,5635,1103
2407,2022-03-01T00:00:00.000,UNK,9,Unknown County,NV,94.9,140412,0,140405,0,138037,0,132393,0,23173,0,93213,0,93213,0,91734,0,88789,0,16263,0,26057,28.0,26056,28.4,25822,29.1,19972,47.9,13436,82.6,,,,,,,,,,,,,,,,,
3206,2022-03-01T00:00:00.000,32009,9,Esmeralda County,NV,94.9,443,50.7,443,52.5,440,55.6,420,56,162,51.9,356,40.8,356,42.2,355,44.9,339,45.2,132,42.3,97,27.2,97,27.3,97,28.6,82,36.3,60,45.5,C,11,11,11,11,10,Non-metro,7,7,7,7,6,873,844,791,750,312
3217,2022-03-01T00:00:00.000,32005,9,Douglas County,NV,94.9,29290,59.9,29287,62,28809,65.2,27565,67.1,12029,83,24799,50.7,24798,52.5,24430,55.3,23405,57,10377,71.6,10165,41.0,10165,41.6,10006,42.8,8298,49.1,5550,53.5,A,4,4,4,4,4,Non-metro,8,8,8,8,8,48905,47266,44167,41087,14501
2837,2022-03-01T00:00:00.000,32003,9,Clark County,NV,94.9,1597069,70.5,1597015,75.1,1552296,80.8,1440142,82.5,331927,95,1283853,56.6,1283845,60.4,1250844,65.1,1164655,66.7,270844,79,469376,36.6,469349,37.5,457599,39.3,296833,52.1,163102,60.2,C,12,12,12,12,12,Metro,4,4,4,4,4,2266715,2127242,1921713,1745917,342659
364,2022-03-01T00:00:00.000,32015,9,Lander County,NV,94.9,2461,44.5,2461,48.1,2412,53.2,2266,55.5,579,65.4,2197,39.7,2197,42.9,2165,47.7,2042,50,521,58.9,880,40.1,880,40.6,872,42.7,644,53.7,332,63.7,D,14,15,15,16,15,Non-metro,6,7,7,8,7,5532,5117,4537,4084,885
1984,2022-03-01T00:00:00.000,32510,9,Carson City,NV,94.9,41659,74.5,41659,79,40798,84.3,38433,86.2,12594,95,35467,63.4,35467,67.2,34865,72,32925,73.9,10920,94.4,14765,41.6,14764,42.3,14475,44.0,10766,54.3,6786,62.1,D,16,16,16,16,16,Metro,4,4,4,4,4,55916,52757,48395,44568,11573
988,2022-03-01T00:00:00.000,32033,9,White Pine County,NV,94.9,5691,59.4,5690,62.8,5583,67.2,5325,69.7,1548,88.3,5044,52.7,5043,55.6,4982,60,4791,62.7,1424,81.2,1911,37.9,1910,38.3,1896,39.6,1407,51.0,853,59.9,B,8,8,8,8,8,Non-metro,8,8,8,8,8,9580,9062,8305,7638,1754
1958,2022-03-01T00:00:00.000,32021,9,Mineral County,NV,94.9,2991,66.4,2989,70.6,2933,75.4,2834,78.3,1064,92.9,2574,57.1,2573,60.8,2539,65.2,2464,68.1,942,82.3,1117,43.4,1117,44,1109,45.0,889,52.8,580,61.6,D,16,16,16,16,16,Non-metro,8,8,8,8,8,4505,4235,3892,3620,1145
481,2022-03-01T00:00:00.000,32001,9,Churchill County,NV,94.9,15452,62,15451,66.4,15198,72.4,14401,75,4344,91.3,13237,53.1,13237,56.9,13038,62.1,12349,64.3,3732,78.4,4498,34.0,4498,34.5,4401,35.6,3532,50.7,2293,61.4,C,12,12,12,12,12,Non-metro,8,8,8,8,8,24909,23259,21003,19211,4759
1755,2022-03-01T00:00:00.000,32019,9,Lyon County,NV,94.9,27749,48.3,27748,51.2,27261,55.1,25993,57.5,8506,69.8,23761,41.3,23760,43.8,23394,47.3,22304,49.4,7374,60.5,7767,32.7,7767,33.2,7647,34.3,5811,44.7,3763,51.0,C,11,11,11,11,11,Non-metro,7,7,7,7,7,57510,54239,49470,45184,12191
1814,2022-03-01T00:00:00.000,32023,9,Nye County,NV,94.9,24864,53.4,24864,55.8,24508,59,23629,60.9,11229,79.7,21381,46,21381,48,21092,50.8,20346,52.4,9856,69.9,9122,42.7,9122,43.2,9065,44.6,7911,51.7,5632,57.1,C,11,11,12,12,11,Non-metro,7,7,8,8,7,46523,44538,41558,38803,14096
2711,2022-03-01T00:00:00.000,32007,9,Elko County,NV,94.9,26219,49.7,26217,53.7,25575,59.2,23703,61.7,5717,91.9,21949,41.6,21948,45,21523,49.8,20094,52.3,4927,79.2,7420,33.8,7420,34.5,7268,36.2,4987,46.0,2570,52.2,C,11,11,11,12,12,Non-metro,7,7,7,8,8,52778,48793,43189,38402,6220
754,2022-03-01T00:00:00.000,32031,9,Washoe County,NV,94.9,351978,74.6,351963,79.2,340731,84.2,317870,85.7,80405,95,299288,63.5,299287,67.4,290372,71.7,271048,73.1,69542,87.6,125381,41.9,125378,43.2,121608,44.9,78234,56.8,44591,64.1,C,12,12,12,12,12,Metro,4,4,4,4,4,471519,444255,404907,370989,79377
330,2022-03-01T00:00:00.000,32013,9,Humboldt County,NV,94.9,8044,47.8,8044,51.4,7875,57.1,7410,60.2,2140,88.2,6940,41.2,6940,44.3,6833,49.6,6442,52.3,1856,76.5,2373,34.2,2373,34.7,2355,36.6,1710,45.1,928,50.0,C,11,11,11,12,12,Non-metro,7,7,7,8,8,16831,15655,13783,12311,2427
2389,2022-03-01T00:00:00.000,36035,9,Fulton County,NY,97.6,31194,58.4,31190,61.5,30518,65.7,28862,67.7,9092,84.6,28727,53.8,28727,56.7,28142,60.6,26603,62.4,8240,76.6,14781,51.5,14780,52.5,14444,54.3,10330,63.9,5958,72.3,C,12,12,12,12,12,Non-metro,8,8,8,8,8,53383,50698,46437,42633,10752
2746,2022-03-01T00:00:00.000,36049,9,Lewis County,NY,97.6,14391,54.7,14389,58.3,14055,63,13267,65.4,4320,86.4,13616,51.8,13614,55.2,13317,59.7,12573,62,4091,81.8,7744,56.9,7744,58.2,7602,60.5,5669,71.5,3259,79.7,B,8,8,8,8,8,Non-metro,8,8,8,8,8,26296,24664,22315,20288,5000
2549,2022-03-01T00:00:00.000,36089,9,St. Lawrence County,NY,97.6,69094,64.1,69089,67.5,66584,71,61855,71.8,17442,90.1,65041,60.4,65040,63.6,62725,66.9,58249,67.6,16533,85.4,36723,56.5,36718,58.5,35344,60.7,23916,72.4,13267,80.2,C,12,12,12,12,12,Non-metro,8,8,8,8,8,107740,102326,93806,86105,19359
2329,2022-03-01T00:00:00.000,36065,9,Oneida County,NY,97.6,155161,67.9,155153,71.9,150064,76.4,140255,77.9,41284,94.2,142116,62.1,142115,65.9,137562,70,128522,71.4,37674,85.9,76907,54.1,76893,55.9,74882,58.3,51062,69.3,28956,76.9,C,12,12,12,12,12,Metro,4,4,4,4,4,228671,215804,196544,179973,43844
2939,2022-03-01T00:00:00.000,36025,9,Delaware County,NY,97.6,27359,62,27359,64.5,26748,67.5,25420,68.8,9040,81.3,25025,56.7,25025,59,24513,61.9,23273,63,8217,73.9,12883,51.5,12881,52.5,12575,54.0,9437,63.0,5793,70.5,C,12,12,12,12,12,Non-metro,8,8,8,8,8,44135,42385,39613,36926,11116
3229,2022-03-01T00:00:00.000,36097,9,Schuyler County,NY,97.6,12061,67.7,12061,71.1,11749,75.1,11163,77,3894,95,10992,61.7,10992,64.8,10723,68.5,10194,70.3,3482,89.1,5832,53.1,5832,54.4,5720,56.1,4219,64.5,2487,71.4,B,8,8,8,8,8,Non-metro,8,8,8,8,8,17807,16968,15652,14503,3910
2295,2022-03-01T00:00:00.000,36005,9,Bronx County,NY,97.6,1219591,86,1219457,92.5,1164468,95,1064445,95,182597,95,1038252,73.2,1038206,78.8,998750,84.6,913429,85.4,161437,85.5,338718,32.6,338619,33.9,329730,36.1,201774,49.7,93473,57.9,D,16,16,16,16,16,Metro,4,4,4,4,4,1418207,1318008,1180993,1069544,188766
3272,2022-03-01T00:00:00.000,36039,9,Greene County,NY,97.6,32567,69,32563,72,31826,75.3,30097,76.1,9928,92.6,29180,61.8,29179,64.5,28534,67.5,26956,68.2,8691,81,15217,52.1,15216,53.3,14862,55.1,10677,63.8,6083,70.0,B,8,8,8,8,8,Non-metro,8,8,8,8,8,47188,45233,42288,39542,10725
2453,2022-03-01T00:00:00.000,36067,9,Onondaga County,NY,97.6,360884,78.4,360819,83,345335,87,321147,88.4,79880,95,335227,72.8,335203,77.1,321449,81,298676,82.2,74693,92.5,190180,56.7,190159,59.2,182598,61.1,112441,72.5,59417,79.5,C,12,12,12,12,12,Metro,4,4,4,4,4,460528,434657,396790,363436,80748
2248,2022-03-01T00:00:00.000,36081,9,Queens County,NY,97.6,2336705,95,2336493,95,2243912,95,2096050,95,391975,95,1914665,85,1914628,90.5,1840436,94.7,1711860,95,321848,87.4,695367,36.3,695185,37.8,672704,39.3,374080,49.2,180630,56.1,C,12,12,12,12,12,Metro,4,4,4,4,4,2253858,2116763,1943259,1802399,368333
