,date,fips,mmwr_week,recip_county,recip_state,completeness_pct,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_12plus,administered_dose1_recip_12pluspop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18pluspop_pct,administered_dose1_recip_65plus,administered_dose1_recip_65pluspop_pct,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop_pct,series_complete_18plus,series_complete_18pluspop_pct,series_complete_65plus,series_complete_65pluspop_pct,booster_doses,booster_doses_vax_pct,booster_doses_12plus,booster_doses_12plus_vax_pct,booster_doses_18plus,booster_doses_18plus_vax_pct,booster_doses_50plus,booster_doses_50plus_vax_pct,booster_doses_65plus,booster_doses_65plus_vax_pct,svi_ctgy,series_complete_pop_pct_svi,series_complete_5pluspop_pct_svi,series_complete_12pluspop_pct_svi,series_complete_18pluspop_pct_svi,series_complete_65pluspop_pct_svi,metro_status,series_complete_pop_pct_ur_equity,series_complete_5pluspop_pct_ur_equity,series_complete_12pluspop_pct_ur_equity,series_complete_18pluspop_pct_ur_equity,series_complete_65pluspop_pct_ur_equity,census2019,census2019_5pluspop,census2019_12pluspop,census2019_18pluspop,census2019_65pluspop
1120,2022-03-01T00:00:00.000,48303,9,Lubbock County,TX,99,171995,55.4,171949,59.2,167544,64.1,157195,66.3,36944,93.6,149141,48,149138,51.4,145796,55.8,137141,57.9,33119,83.9,52261,35.0,52261,35.8,51297,37.4,33032,49.5,18697,56.5,C,11,12,12,12,12,Metro,3,4,4,4,4,310569,290261,261363,237044,39476
1983,2022-03-01T00:00:00.000,48029,9,Bexar County,TX,99,1645040,82.1,1644786,88.2,1575624,94.6,1430262,95,273466,95,1371401,68.4,1371354,73.5,1325113,79.5,1205313,80.5,232092,93.6,492491,35.9,492464,37.2,473790,39.3,277980,53.1,138893,59.8,D,16,16,16,16,16,Metro,4,4,4,4,4,2003554,1864849,1666323,1497114,247843
303,2022-03-01T00:00:00.000,48125,9,Dickens County,TX,99,827,37.4,826,39.1,821,41.9,794,43.9,352,67,731,33.1,731,34.6,728,37.1,706,39,323,61.5,294,40.2,294,40.4,294,41.6,258,49.4,186,57.6,D,14,14,14,14,15,Non-metro,6,6,6,6,7,2211,2110,1961,1809,525
2083,2022-03-01T00:00:00.000,48049,9,Brown County,TX,99,17730,46.8,17723,49.4,17532,53.4,16868,56.8,5865,76,15596,41.2,15592,43.4,15477,47.1,14954,50.4,5313,68.8,5104,32.7,5103,33,5067,33.9,4025,42.5,2746,51.7,C,11,11,11,12,11,Non-metro,7,7,7,8,7,37864,35887,32833,29693,7720
1135,2022-03-01T00:00:00.000,48109,9,Culberson County,TX,99,1309,60.3,1309,64.6,1274,69.1,1206,71.6,342,71.2,1125,51.8,1125,55.5,1111,60.2,1057,62.7,316,65.8,436,38.8,436,39.2,430,40.7,326,50.3,181,57.3,D,16,16,16,16,15,Non-metro,8,8,8,8,7,2171,2027,1844,1685,480
286,2022-03-01T00:00:00.000,48417,9,Shackelford County,TX,99,1375,42.1,1375,44.6,1361,48.3,1319,52.4,520,75.3,1207,37,1207,39.2,1199,42.5,1172,46.5,482,69.8,452,37.4,452,37.7,451,38.5,382,45.2,243,50.4,C,10,10,11,11,11,Non-metro,6,6,7,7,7,3265,3083,2819,2519,691
2000,2022-03-01T00:00:00.000,48161,9,Freestone County,TX,99,8544,43.3,8539,46,8450,50.2,8159,53.5,2720,68.1,7532,38.2,7529,40.6,7483,44.5,7251,47.6,2484,62.2,2353,31.2,2353,31.4,2344,32.3,1936,41.2,1219,49.1,D,14,15,15,15,15,Non-metro,6,7,7,7,7,19717,18562,16829,15245,3996
1043,2022-03-01T00:00:00.000,48171,9,Gillespie County,TX,99,16505,61.2,16500,64.3,16297,69.2,15676,72.4,7190,88.7,14397,53.3,14395,56.1,14229,60.4,13704,63.3,6463,79.7,6110,42.4,6108,42.9,6059,44.2,5231,52.2,3825,59.2,B,8,8,8,8,8,Non-metro,8,8,8,8,8,26988,25662,23563,21661,8110
2655,2022-03-01T00:00:00.000,48079,9,Cochran County,TX,99,1681,58.9,1681,63.2,1658,70.6,1590,76.1,512,95,1482,51.9,1482,55.7,1472,62.6,1417,67.9,480,95,373,25.2,373,25.3,368,26.0,313,33.9,197,41.0,D,16,16,16,16,16,Non-metro,8,8,8,8,8,2853,2660,2350,2088,468
1036,2022-03-01T00:00:00.000,48205,9,Hartley County,TX,99,3304,59.3,3304,62.8,3272,67.9,3154,71.5,536,62.3,2674,48,2674,50.8,2661,55.3,2581,58.5,464,53.9,997,37.3,997,37.5,991,38.4,499,48.7,254,54.7,C,11,12,12,12,11,Non-metro,7,8,8,8,7,5576,5260,4816,4412,861
920,2022-03-01T00:00:00.000,48317,9,Martin County,TX,99,2207,38.2,2206,41.7,2178,48.1,2049,51.7,507,76.9,1796,31.1,1796,34,1771,39.1,1665,42,437,66.3,526,29.3,526,29.7,518,31.1,383,40.6,210,48.1,B,6,6,6,7,7,Metro,2,2,2,3,3,5771,5288,4529,3962,659
2713,2022-03-01T00:00:00.000,48503,9,Young County,TX,99,8361,46.4,8358,49.3,8257,54.2,7904,57.5,2919,77.3,7417,41.2,7417,43.8,7355,48.3,7057,51.3,2709,71.8,2547,34.3,2547,34.6,2539,36.0,2160,46.1,1516,56.0,C,11,11,11,12,12,Non-metro,7,7,7,8,8,18010,16947,15236,13749,3774
2048,2022-03-01T00:00:00.000,48361,9,Orange County,TX,99,35088,42.1,35071,45,34680,49.8,33210,52.9,10698,77.9,29979,35.9,29978,38.5,29721,42.7,28478,45.4,9512,69.3,10193,34.0,10193,34.3,10078,35.4,8304,45.9,5272,55.4,C,10,10,11,11,11,Metro,2,2,3,3,3,83396,77850,69646,62744,13729
934,2022-03-01T00:00:00.000,48139,9,Ellis County,TX,99,112857,61.1,112841,65.4,109513,71.4,100700,74.1,23242,95,98629,53.4,98626,57.2,96166,62.7,88543,65.2,21220,87.4,32852,33.3,32849,34.2,32126,36.3,22364,48.3,12524,59.0,B,8,8,8,8,8,Metro,4,4,4,4,4,184826,172508,153348,135818,24288
2707,2022-03-01T00:00:00.000,48191,9,Hall County,TX,99,1449,48.9,1444,50.7,1424,55.3,1381,59.8,574,80.7,1284,43.3,1282,45,1267,49.2,1232,53.4,523,73.6,529,41.2,528,41.7,527,42.8,453,50.7,308,58.9,D,15,15,15,16,16,Non-metro,7,7,7,8,8,2964,2846,2576,2308,711
2050,2022-03-01T00:00:00.000,48481,9,Wharton County,TX,99,24284,58.4,24275,62.7,23113,66.8,20748,67.3,6144,84.9,20667,49.7,20660,53.3,19930,57.6,17975,58.3,5488,75.8,6776,32.8,6776,34,6614,36.8,5160,48.1,3126,57.0,D,15,16,16,16,16,Non-metro,7,8,8,8,8,41556,38731,34586,30844,7239
2052,2022-03-01T00:00:00.000,48305,9,Lynn County,TX,99,2651,44.5,2651,47.8,2604,53.3,2471,57.1,720,73.9,2292,38.5,2292,41.3,2268,46.4,2162,49.9,655,67.2,761,33.2,761,33.6,751,34.7,579,44.5,338,51.6,D,14,15,15,15,15,Metro,2,3,3,3,3,5951,5543,4886,4329,974
2044,2022-03-01T00:00:00.000,48405,9,San Augustine County,TX,99,3854,46.8,3847,49.2,3817,53.1,3706,55.9,1524,68.4,3305,40.1,3304,42.3,3290,45.8,3203,48.3,1384,62.1,1296,39.2,1296,39.4,1287,40.2,1154,48.7,761,55.0,D,15,15,15,15,15,Non-metro,7,7,7,7,7,8237,7817,7184,6634,2227
351,2022-03-01T00:00:00.000,48483,9,Wheeler County,TX,99,2495,49.3,2492,52.5,2338,55.5,2066,54.8,801,79.9,2129,42.1,2129,44.9,2041,48.5,1813,48.1,723,72.2,780,36.6,780,38.2,761,42.0,647,53.3,450,62.2,C,11,11,11,11,12,Non-metro,7,7,7,7,8,5056,4744,4212,3772,1002
1932,2022-03-01T00:00:00.000,48131,9,Duval County,TX,99,8163,73.2,8155,78.7,7843,85,7186,86.6,1840,90.6,6848,61.4,6847,66.1,6678,72.4,6199,74.7,1626,80.1,2670,39.0,2670,40,2615,42.2,1914,57.7,1046,64.3,D,16,16,16,16,16,Non-metro,8,8,8,8,8,11157,10362,9226,8298,2031
959,2022-03-01T00:00:00.000,48269,9,King County,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,A,,,,,,Non-metro,,,,,,272,258,228,200,51
997,2022-03-01T00:00:00.000,48095,9,Concho County,TX,99,1704,62.5,1704,65.7,1696,69.8,1658,74.4,611,88.7,1350,49.5,1350,52,1345,55.3,1316,59,549,79.7,555,41.1,555,41.3,554,42.1,478,52.2,336,61.2,B,7,8,8,8,8,Non-metro,7,8,8,8,8,2726,2594,2431,2229,689
15,2022-03-01T00:00:00.000,48053,9,Burnet County,TX,99,29395,61,29388,64.6,28897,69.4,27504,72.4,10758,95,25613,53.2,25609,56.3,25265,60.7,24122,63.5,9649,87.7,10055,39.3,10055,39.8,9978,41.4,8376,51.3,5765,59.7,C,12,12,12,12,12,Non-metro,8,8,8,8,8,48155,45524,41622,38011,10999
999,2022-03-01T00:00:00.000,48009,9,Archer County,TX,99,5861,68.5,5861,72.4,5757,77.8,5415,80.7,1646,95,5091,59.5,5091,62.9,5029,68,4731,70.5,1470,87.7,1575,30.9,1575,31.3,1565,33.1,1308,44.4,870,59.2,A,4,4,4,4,4,Metro,4,4,4,4,4,8553,8097,7395,6710,1677
2012,2022-03-01T00:00:00.000,48457,9,Tyler County,TX,99,8771,40.5,8767,42.5,8684,45.8,8422,48.1,3123,63.8,7767,35.8,7767,37.7,7707,40.6,7483,42.8,2858,58.4,3177,40.9,3177,41.2,3159,42.2,2578,51.5,1713,59.9,D,14,14,15,15,15,Non-metro,6,6,7,7,7,21672,20617,18962,17499,4895
1002,2022-03-01T00:00:00.000,48297,9,Live Oak County,TX,99,5743,47,5737,49.8,5668,53.6,5461,55.8,1544,61,5167,42.3,5167,44.8,5129,48.5,4960,50.7,1426,56.3,1543,29.9,1543,30.1,1534,30.9,1321,48.2,825,57.9,C,11,11,11,12,11,Non-metro,7,7,7,8,7,12207,11531,10577,9786,2533
1003,2022-03-01T00:00:00.000,48395,9,Robertson County,TX,99,8665,50.7,8661,54.2,8526,59.2,8065,61.7,2695,79,7518,44,7518,47,7421,51.5,7041,53.9,2438,71.5,2739,36.4,2739,36.9,2710,38.5,2242,49.3,1421,58.3,D,15,15,16,16,16,Metro,3,3,4,4,4,17074,15991,14401,13074,3412
22,2022-03-01T00:00:00.000,48193,9,Hamilton County,TX,99,4797,56.7,4794,60.2,4718,65.2,4485,67.7,1868,87,4364,51.6,4364,54.8,4317,59.7,4124,62.3,1765,82.2,1801,41.3,1799,41.7,1786,43.3,1513,52.1,1059,60.0,C,12,12,12,12,12,Non-metro,8,8,8,8,8,8461,7968,7236,6622,2146
2663,2022-03-01T00:00:00.000,48211,9,Hemphill County,TX,99,1812,47.4,1810,50.8,1799,57.5,1717,64.4,478,78.9,1594,41.7,1594,44.7,1585,50.7,1519,57,442,72.9,598,37.5,598,37.7,597,39.3,445,53.0,292,66.1,C,11,11,12,12,12,Non-metro,7,7,8,8,8,3819,3563,3126,2666,606
2660,2022-03-01T00:00:00.000,48421,9,Sherman County,TX,99,1321,43.7,1320,46.7,1313,52.3,1261,57,297,64.3,1028,34,1028,36.3,1024,40.8,991,44.8,246,53.2,208,20.2,208,20.3,207,20.9,168,32.4,99,40.2,B,6,6,7,7,7,Non-metro,6,6,7,7,7,3022,2829,2512,2214,462
2029,2022-03-01T00:00:00.000,48435,9,Sutton County,TX,99,1863,49.3,1863,52.7,1840,57.5,1747,60.5,619,85.6,1632,43.2,1632,46.2,1612,50.4,1542,53.4,579,80.1,612,37.5,612,38,607,39.4,499,48.1,316,54.6,C,11,11,12,12,12,Non-metro,7,7,8,8,8,3776,3536,3198,2886,723
1152,2022-03-01T00:00:00.000,48061,9,Cameron County,TX,99,403567,95,403322,95,373486,95,321747,95,63474,95,326180,77.1,326121,83.6,305821,89.8,266759,89.9,53463,91.2,117176,35.9,117167,38.3,111612,41.8,64709,55.3,32163,60.2,D,16,16,16,16,16,Metro,4,4,4,4,4,423163,390120,340538,296615,58607
2579,2022-03-01T00:00:00.000,48431,9,Sterling County,TX,99,641,49.7,641,53.5,629,59.5,589,63.8,191,95,518,40.1,518,43.2,510,48.2,475,51.5,155,83.3,150,29.0,150,29.4,143,30.1,114,37.9,70,45.2,B,7,7,7,8,8,Non-metro,7,7,7,8,8,1291,1199,1058,923,186
1166,2022-03-01T00:00:00.000,48221,9,Hood County,TX,99,34764,56.4,34754,59.6,34364,64.5,33036,67.9,14791,95,30776,49.9,30775,52.8,30492,57.3,29362,60.4,13422,87.1,12321,40.0,12321,40.4,12227,41.6,10604,49.6,7663,57.1,B,7,8,8,8,8,Metro,3,4,4,4,4,61643,58292,53240,48650,15416
1289,2022-03-01T00:00:00.000,48329,9,Midland County,TX,99,87860,49.7,87841,54.4,85437,60.6,79534,63,15307,83,75295,42.6,75293,46.7,73638,52.2,69091,54.7,13867,75.2,22109,29.4,22108,30,21728,31.4,14030,44.0,7462,53.8,B,7,7,8,8,8,Metro,3,3,4,4,4,176832,161367,141069,126328,18438
2094,2022-03-01T00:00:00.000,48027,9,Bell County,TX,99,258184,71.1,258139,77.5,250246,85.2,230586,87.7,43088,95,214590,59.1,214582,64.4,209774,71.4,193404,73.6,36854,90.9,52173,24.3,52173,24.9,50893,26.3,34798,43.6,20121,54.6,D,16,16,16,16,16,Metro,4,4,4,4,4,362924,333037,293809,262932,40534
1294,2022-03-01T00:00:00.000,48259,9,Kendall County,TX,99,33565,70.8,33559,74.3,32541,79.8,30258,83,9544,95,28980,61.1,28976,64.2,28204,69.2,26286,72.1,8365,91.4,12154,41.9,12154,43.1,11810,44.9,8583,54.5,5180,61.9,A,4,4,4,4,4,Metro,4,4,4,4,4,47431,45154,40785,36463,9152
1297,2022-03-01T00:00:00.000,48185,9,Grimes County,TX,99,17235,59.7,17232,63.3,16940,68.5,16043,71.3,4691,91.4,15179,52.6,15179,55.7,14980,60.5,14254,63.4,4295,83.7,5748,37.9,5748,38.4,5701,40.0,4384,51.4,2542,59.2,D,16,16,16,16,16,Non-metro,8,8,8,8,8,28880,27231,24747,22498,5134
2098,2022-03-01T00:00:00.000,48097,9,Cooke County,TX,99,18617,45.1,18614,48.4,18353,52.8,17477,55.5,6040,77.4,15444,37.4,15443,40.1,15262,43.9,14652,46.5,5362,68.7,5196,33.6,5195,34,5136,35.1,4181,43.2,2618,48.8,C,10,11,11,11,11,Non-metro,6,7,7,7,7,41257,38494,34782,31512,7804
35,2022-03-01T00:00:00.000,48253,9,Jones County,TX,99,10484,52.2,10483,54.6,10382,58.2,10111,60.9,2271,71.2,8758,43.6,8757,45.6,8690,48.7,8462,51,2069,64.9,3161,36.1,3161,36.4,3138,37.1,1880,45.5,1085,52.4,C,11,11,11,12,11,Metro,3,3,3,4,3,20083,19216,17832,16601,3188
1953,2022-03-01T00:00:00.000,48309,9,McLennan County,TX,99,151798,59.2,151730,63.4,147154,68.5,137364,70.9,34124,90.4,130745,50.9,130737,54.7,127502,59.4,119209,61.5,30157,79.9,45165,34.5,45165,35.4,44269,37.1,30429,50.3,17756,58.9,D,16,16,16,16,16,Metro,4,4,4,4,4,256623,239136,214682,193711,37728
38,2022-03-01T00:00:00.000,48345,9,Motley County,TX,99,478,39.8,478,41.9,477,45,469,48.7,282,76.6,346,28.8,346,30.3,345,32.5,341,35.4,220,59.8,136,39.3,136,39.4,136,39.9,128,44.9,104,47.3,C,9,10,10,10,11,Non-metro,5,6,6,6,7,1200,1141,1061,963,368
1306,2022-03-01T00:00:00.000,48363,9,Palo Pinto County,TX,99,12695,43.5,12692,46.3,12543,50.7,12039,53.6,4508,76.5,11193,38.3,11191,40.8,11109,44.9,10702,47.6,4144,70.3,4065,36.3,4065,36.6,4039,37.7,3452,46.8,2330,56.2,D,14,15,15,15,16,Non-metro,6,7,7,7,8,29189,27396,24743,22476,5893
1283,2022-03-01T00:00:00.000,48283,9,La Salle County,TX,99,5642,75,5642,79.4,5399,82.8,5028,83.3,882,86.6,4824,64.1,4824,67.9,4668,71.6,4362,72.2,824,80.9,1731,35.9,1731,37.1,1697,38.9,1090,56.7,503,61.0,D,16,16,16,16,16,Non-metro,8,8,8,8,8,7520,7107,6517,6038,1018
204,2022-03-01T00:00:00.000,48251,9,Johnson County,TX,99,92165,52.4,92148,56.1,90015,61.6,84034,64.5,21606,85.9,79999,45.5,79996,48.7,78436,53.6,73472,56.4,19496,77.5,27542,34.4,27542,35.1,27018,36.8,19555,48.2,11045,56.7,C,11,11,12,12,12,Metro,3,3,4,4,4,175817,164221,146208,130222,25151
203,2022-03-01T00:00:00.000,48013,9,Atascosa County,TX,99,30765,60.1,30759,64.8,29877,71.2,27379,73.5,7082,93.1,26355,51.5,26354,55.5,25731,61.3,23629,63.4,6200,81.5,8515,32.3,8515,33.1,8312,35.2,6166,46.8,3323,53.6,D,16,16,16,16,16,Metro,4,4,4,4,4,51153,47453,41958,37245,7605
3256,2022-03-01T00:00:00.000,48407,9,San Jacinto County,TX,99,11339,39.3,11337,41.5,11217,45,10735,47.2,4072,62.8,9837,34.1,9836,36,9752,39.1,9366,41.2,3704,57.1,3483,35.4,3483,35.7,3453,36.9,3009,45.1,2003,54.1,C,10,10,10,11,11,Non-metro,6,6,6,7,7,28859,27301,24910,22737,6488
3253,2022-03-01T00:00:00.000,48101,9,Cottle County,TX,99,513,36.7,513,38.9,508,42.2,489,45.4,216,63.7,451,32.3,451,34.2,448,37.2,437,40.6,195,57.5,177,39.2,177,39.5,175,40.0,157,45.9,99,50.8,D,14,14,14,15,15,Non-metro,6,6,6,7,7,1398,1318,1204,1077,339
1316,2022-03-01T00:00:00.000,48343,9,Morris County,TX,99,6061,48.9,6059,52,5976,56.9,5722,60,2191,80.3,5251,42.4,5249,45,5189,49.4,4978,52.2,1982,72.6,1968,37.5,1968,37.9,1951,39.2,1677,48.2,1123,56.7,C,11,11,11,12,12,Non-metro,7,7,7,8,8,12388,11660,10497,9531,2730
1317,2022-03-01T00:00:00.000,48423,9,Smith County,TX,99,120364,51.7,120344,55.4,117831,60.4,110871,63,33476,85.1,105599,45.4,105597,48.6,103812,53.2,97914,55.6,30763,78.2,38842,36.8,38842,37.4,38289,39.1,29307,51.6,18661,60.7,C,11,11,12,12,12,Metro,3,3,4,4,4,232751,217194,195138,175982,39337
2114,2022-03-01T00:00:00.000,48323,9,Maverick County,TX,99,74764,95,74740,95,68843,95,56755,95,10004,95,53129,90.5,53123,95,49503,95,40880,95,7046,95,14637,27.5,14636,29.6,13888,34.0,7570,45.7,3585,50.9,D,16,16,16,16,16,Non-metro,8,8,8,8,8,58722,53388,46539,40547,7003
3147,2022-03-01T00:00:00.000,48149,9,Fayette County,TX,99,14545,57.4,14537,60.4,14291,64.6,13687,67.5,5664,84.8,12589,49.7,12586,52.3,12432,56.2,11941,58.9,5114,76.6,4812,38.2,4812,38.7,4776,40.0,4090,48.2,2868,56.1,B,7,8,8,8,8,Non-metro,7,8,8,8,8,25346,24081,22121,20271,6679
1337,2022-03-01T00:00:00.000,48287,9,Lee County,TX,99,9308,54,9301,57.4,9165,61.8,8708,64.5,2870,89.2,8047,46.7,8046,49.6,7949,53.6,7594,56.3,2605,80.9,2946,36.6,2946,37.1,2910,38.3,2380,49.2,1534,58.9,C,11,11,12,12,12,Non-metro,7,7,8,8,8,17239,16206,14825,13492,3219
2455,2022-03-01T00:00:00.000,48465,9,Val Verde County,TX,99,42073,85.8,42059,93.5,39441,95,34643,95,6999,95,31997,65.3,31991,71.2,30336,76.8,26467,75.4,5645,80.6,8426,26.3,8425,27.8,7897,29.8,5045,43.0,2832,50.2,D,16,16,16,16,16,Non-metro,8,8,8,8,8,49025,44960,39487,35108,7003
45,2022-03-01T00:00:00.000,48129,9,Donley County,TX,99,1295,39.5,1294,41.4,1286,44.8,1256,47.5,567,70.5,1115,34,1115,35.7,1109,38.6,1085,41.1,503,62.6,421,37.8,421,38,417,38.4,372,44.9,267,53.1,B,6,6,6,7,7,Non-metro,6,6,6,7,7,3278,3123,2872,2643,804
1282,2022-03-01T00:00:00.000,48011,9,Armstrong County,TX,99,883,46.8,882,49.7,873,54.8,853,58.4,356,75.7,767,40.6,767,43.2,759,47.7,743,50.9,323,68.7,283,36.9,283,37.3,281,37.8,245,46.1,164,50.8,A,3,3,3,4,3,Metro,3,3,3,4,3,1887,1776,1592,1461,470
228,2022-03-01T00:00:00.000,48107,9,Crosby County,TX,99,2826,49.3,2825,52.5,2783,57.9,2628,62,873,80.5,2516,43.9,2516,46.7,2488,51.7,2363,55.7,817,75.3,988,39.3,988,39.7,981,41.5,809,53.4,524,64.1,D,15,15,16,16,16,Metro,3,3,4,4,4,5737,5383,4808,4242,1085
1270,2022-03-01T00:00:00.000,48041,9,Brazos County,TX,99,135409,59.1,135368,62.9,131601,66.8,123744,68,21269,95,116950,51,116942,54.3,113996,57.9,107268,59,19494,89.9,41469,35.5,41467,36.4,40458,37.7,22811,55.3,12824,65.8,C,12,12,12,12,12,Metro,4,4,4,4,4,229211,215271,196908,181925,21693
27,2022-03-01T00:00:00.000,48265,9,Kerr County,TX,99,31141,59.2,31132,62.4,30684,66.6,29285,68.7,12601,85.3,26365,50.1,26361,52.8,26026,56.4,24846,58.3,10850,73.5,10489,39.8,10488,40.3,10359,41.7,8550,49.7,6006,55.4,C,12,12,12,12,12,Non-metro,8,8,8,8,8,52600,49884,46106,42636,14769
1185,2022-03-01T00:00:00.000,48473,9,Waller County,TX,99,26314,47.6,26305,51,25542,55.1,23504,56.1,5398,82.5,22767,41.2,22766,44.1,22211,47.9,20497,48.9,4865,74.3,6880,30.2,6880,31,6743,32.9,4770,44.6,2619,53.8,D,15,15,15,15,16,Metro,3,3,3,3,4,55246,51628,46358,41921,6546
3109,2022-03-01T00:00:00.000,48377,9,Presidio County,TX,99,8624,95,8622,95,8047,95,7216,95,2004,95,6879,95,6879,95,6489,95,5897,95,1698,95,2575,37.4,2575,39.7,2446,41.5,1598,48.5,838,49.4,D,16,16,16,16,16,Non-metro,8,8,8,8,8,6704,6193,5475,4905,1601
3110,2022-03-01T00:00:00.000,48123,9,DeWitt County,TX,99,10082,50,10076,53.3,9941,58.1,9578,61.3,3252,80.6,9031,44.8,9030,47.8,8951,52.3,8647,55.3,3008,74.5,3362,37.2,3361,37.5,3346,38.7,2731,49.4,1731,57.5,D,15,15,16,16,16,Non-metro,7,7,8,8,8,20160,18905,17111,15632,4035
2559,2022-03-01T00:00:00.000,48003,9,Andrews County,TX,99,9311,49.8,9310,54.4,9022,61,8337,64.6,1705,93,8181,43.7,8181,47.8,7967,53.8,7373,57.1,1566,85.4,2639,32.3,2639,33.1,2596,35.2,1788,48.4,937,59.8,B,7,7,8,8,8,Non-metro,7,7,8,8,8,18705,17125,14795,12902,1833
1192,2022-03-01T00:00:00.000,48387,9,Red River County,TX,99,5621,46.8,5619,49.1,5546,53,5364,55.5,2231,73.3,4922,40.9,4922,43,4873,46.5,4718,48.8,2080,68.3,1455,29.6,1455,29.9,1451,30.8,1264,36.6,920,44.2,C,11,11,11,11,11,Non-metro,7,7,7,7,7,12023,11440,10471,9670,3044
2557,2022-03-01T00:00:00.000,48369,9,Parmer County,TX,99,4439,46.2,4436,50.1,4291,54.7,3963,57.5,1055,77.2,3858,40.2,3858,43.5,3762,48,3499,50.7,969,70.9,1395,36.2,1395,37.1,1339,38.3,952,48.3,540,55.7,D,15,15,15,16,16,Non-metro,7,7,7,8,8,9605,8861,7843,6895,1366
3113,2022-03-01T00:00:00.000,48145,9,Falls County,TX,99,9531,55.1,9529,58.5,9332,62.9,8864,64.8,2452,76,8034,46.4,8033,49.3,7899,53.2,7563,55.3,2159,66.9,2762,34.4,2762,35,2740,36.2,2019,47.1,1182,54.7,D,15,15,16,16,15,Metro,3,3,4,4,3,17297,16281,14844,13671,3226
1199,2022-03-01T00:00:00.000,48033,9,Borden County,TX,99,256,39.1,256,40.8,253,44.1,238,45.4,81,46.6,224,34.3,224,35.7,223,38.9,212,40.5,77,44.3,50,22.3,50,22.4,50,23.6,40,28.2,24,31.2,A,2,2,2,3,2,Non-metro,6,6,6,7,6,654,628,574,524,174
2092,2022-03-01T00:00:00.000,48493,9,Wilson County,TX,99,31069,60.8,31063,64.6,30218,69.7,28267,72.7,7998,95,27238,53.3,27237,56.6,26621,61.4,24927,64.1,6990,83.1,9760,35.8,9760,36.7,9524,38.2,7059,48.0,3949,56.5,B,8,8,8,8,8,Metro,4,4,4,4,4,51070,48086,43373,38908,8411
243,2022-03-01T00:00:00.000,48277,9,Lamar County,TX,99,22504,45.1,22493,48.3,22052,52.6,20936,55,7457,76.7,19607,39.3,19602,42.1,19325,46.1,18407,48.3,6819,70.1,7507,38.3,7506,38.8,7423,40.3,6166,50.2,4003,58.7,D,14,15,15,15,16,Non-metro,6,7,7,7,8,49859,46604,41963,38086,9726
2539,2022-03-01T00:00:00.000,48137,9,Edwards County,TX,99,1913,95,1913,95,1833,95,1754,95,635,95,1602,82.9,1602,88,1553,94.3,1494,95,537,95,317,19.8,317,20.4,313,21.0,275,28.6,179,33.3,B,8,8,8,8,8,Non-metro,8,8,8,8,8,1932,1820,1646,1512,561
1219,2022-03-01T00:00:00.000,48411,9,San Saba County,TX,99,2663,44,2661,46.5,2633,49.9,2556,52.8,954,65.1,2245,37.1,2245,39.2,2227,42.2,2164,44.7,853,58.2,622,27.7,622,27.9,613,28.3,511,37.0,363,42.6,C,10,10,11,11,11,Non-metro,6,6,7,7,7,6055,5726,5274,4841,1465
3125,2022-03-01T00:00:00.000,48507,9,Zavala County,TX,99,7887,66.6,7885,71.7,7474,77.7,6695,79,1767,95,6688,56.5,6688,60.8,6433,66.9,5806,68.5,1581,91.8,2451,36.6,2451,38.1,2384,41.1,1773,56.0,1021,64.6,D,16,16,16,16,16,Non-metro,8,8,8,8,8,11840,10993,9621,8479,1723
1232,2022-03-01T00:00:00.000,48313,9,Madison County,TX,99,6776,47.4,6775,50.3,6706,54.6,6457,57.4,1651,72.9,5826,40.8,5826,43.2,5778,47,5587,49.7,1469,64.9,2261,38.8,2261,39.1,2246,40.2,1297,47.0,802,54.6,D,15,15,15,15,15,Non-metro,7,7,7,7,7,14284,13477,12290,11250,2264
3127,2022-03-01T00:00:00.000,48243,9,Jeff Davis County,TX,99,1346,59.2,1346,60,1315,59.3,1244,58.7,505,62.2,1212,53.3,1212,54,1198,54,1140,53.8,485,59.7,524,43.2,524,43.7,513,45.0,425,51.7,272,56.1,B,8,8,8,8,7,Non-metro,8,8,8,8,7,2274,2244,2218,2119,812
1251,2022-03-01T00:00:00.000,48371,9,Pecos County,TX,99,10233,64.7,10228,69,9905,75.2,9021,75.5,1874,87.5,8982,56.8,8982,60.6,8756,66.5,8032,67.3,1738,81.2,3388,37.7,3387,38.7,3301,41.1,2120,54.5,1121,64.5,D,16,16,16,16,16,Non-metro,8,8,8,8,8,15823,14825,13174,11942,2141
2523,2022-03-01T00:00:00.000,48163,9,Frio County,TX,99,14380,70.8,14378,75.6,13925,81.2,13119,84.2,1990,79.6,12702,62.6,12701,66.8,12452,72.6,11778,75.6,1808,72.3,2863,22.5,2863,23,2780,23.6,1924,48.0,1049,58.0,D,16,16,16,16,16,Non-metro,8,8,8,8,8,20306,19022,17146,15583,2499
